accuracy,completeness,reasoning,model,thinking,evalModel
100,95,"The summary is highly accurate and captures the core tension of the article, including the contradictory nature of Trump's statements, the resulting backlash, and the diplomatic hurdles mentioned. It is almost completely comprehensive, only slightly missing minor details such as the specific threat Trump made regarding the future of NATO if they did not assist. Overall, it provides an excellent synthesis of the provided text.",gpt-oss:20b,False,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and correctly reflects the contradictory nature of the president's statements and the subsequent public backlash. It captures all major factual points including the specific countries mentioned as declining aid and the context regarding the casualties. It is nearly complete, missing only the minor detail regarding Trump's potential delay of the summit with Xi Jinping, but this does not significantly detract from the overall coverage of the primary events.",gpt-oss:20b,False,gemini-3.1-flash-lite-preview
100,100,"The summary and the key points provided are highly accurate and align perfectly with the information presented in the source article. It captures all critical aspects, including the additions and removals from the CDC polio travel advisory, the vaccination recommendations, the nature of the virus, and the contextual information about other active travel alerts.",gpt-oss:20b,False,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and captures the core themes of the article effectively. It covers the meteorological reasons for the eastern US weather swings, the distinct situation in the West, and the links to climate change. It is slightly less than 100% complete only because it omits specific details like the mention of the heat dome's long-term impacts on snowmelt and wildfire risk, but it represents the main body of the text exceptionally well.",deepseek-r1:14b,False,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and correctly identifies the key event and participants. It provides a comprehensive overview of the historical context of Oscar ties and the reaction of the winners. It is only slightly less than perfect on completeness as it omits mentioning the specific mention of the 2013 tie which serves as the most recent comparison, but this does not detract from the overall quality of the summary.",deepseek-r1:14b,False,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and captures the core tension between Trump's claims and the denials from the representatives of former presidents. It includes all essential factual claims. It is nearly complete, though it could have briefly mentioned the specific setting of the remarks (the Kennedy Center meeting and the Oval Office) to provide slightly more context, but this does not significantly detract from the overall quality.",deepseek-r1:14b,False,gemini-3.1-flash-lite-preview
95,90,"The summary accurately captures the core issue, the primary causes, and the corporate response described in the article. It misses a few nuanced details, such as the mention of lab-grown alternatives like 'ChoViva' or the specific mention that traditional Reese's cups still contain real cocoa, but it provides a comprehensive overview of the main narrative and the industry context.",gemma3:4b,False,gemini-3.1-flash-lite-preview
100,100,"The summary is highly accurate and captures all essential details of the article, including the names of the winning films, the presenter, the historical context of Oscar ties, and the reactions of the filmmakers. It accurately synthesizes the key factual claims and maintains a neutral, comprehensive overview.",glm-4.7-flash:q4_K_M,False,gemini-3.1-flash-lite-preview
100,95,"The summary accurately reflects the core facts provided in the article, including the specific changes to the polio advisory list and the CDC's health recommendations. It captures the essence of the polio threat and the broader context of other travel advisories. The completeness is high, though it omits the specific detail about the optional adult booster dose recommendation, which is a minor point in the context of the overall article.",deepseek-r1:14b,False,gemini-3.1-flash-lite-preview
90,90,"The summary is highly accurate and captures the core of the article well. There is one minor factual inaccuracy in the 'points' section: point four attributes the quote 'intellectual cowboy' to Jane Fonda, whereas the article explicitly states that Barbra Streisand used that phrase during her tribute speech. Otherwise, the summary covers all essential details effectively.",qwen3.5:9b,False,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and captures all the core factual claims of the article, including the specific price shifts, the nature of the consumer complaints, and the broader economic context provided by the expert. It only misses minor peripheral details like the specific mention of Nestlé's 'Snack Vibes' or the mention of MrBeast's YouTube invitation, which are not critical to understanding the main argument.",gpt-oss:20b,False,gemini-3.1-flash-lite-preview
100,100,"The summary and points provided are highly accurate and encompass all key factual claims of the article, including the specific context of the statements, the denials from the former presidents' representatives, and the political background mentioned in the text. The summary is complete and captures the essence of the report without omitting any critical details.",glm-4.7-flash:q4_K_M,False,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and correctly reflects the article's core findings regarding oviraptor incubation strategies. It covers all major points, including the experimental methodology, the anatomical differences in nesting compared to modern birds, and the role of sunlight in temperature regulation. It is nearly complete, missing only minor specific details like the species name (Heyuannia huangi) or the specific temperature variations measured in the experiment, which are not strictly necessary for a comprehensive summary.",deepseek-r1:14b,False,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and correctly reflects the article's core points and technical explanations. It is very complete, covering the primary meteorological causes and regional distinctions mentioned in the text. It only misses minor details like the specific mentions of upcoming precipitation patterns for the Midwest and Northeast or the long-term forecast through early April, but these are negligible given the scope of the summary.",glm-4.7-flash:q4_K_M,False,gemini-3.1-flash-lite-preview
95,90,"The summary is highly accurate in reflecting the article's core content, including the contradiction in Trump's policy positions and the resulting criticism. It effectively covers the key points provided. The completeness is high, though it omits some minor logistical details like the specific locations (Mar-a-Lago) or the specific names of some dissenting foreign officials, which are not critical to understanding the central narrative.",gemma3:4b,False,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and correctly identifies the main event and the historical context provided in the article. It misses a minor detail regarding the specific nuance of the 1932 'tie' (which the article notes was not a true tie based on vote counts), but this does not significantly detract from the overall quality of the summary.",gemma3:4b,False,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and captures all the core factual claims from the article. It misses a minor detail regarding the potential environmental impacts mentioned in the West, such as the increased wildfire risk and water supply concerns, but otherwise provides an excellent overview of the meteorological patterns and short-term forecasts.",gpt-oss:20b,False,gemini-3.1-flash-lite-preview
100,100,"The summary and points provided are highly accurate and align perfectly with the source text. It captures all technical details regarding the project's nature, the specific laws being challenged, and the future roadmap for the initiative. No important information was omitted.",nemotron-3-nano:4b,False,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and captures all essential details presented in the article. It effectively contrasts the weather patterns in the East and West and correctly attributes the causes cited by meteorologists. The completeness is excellent, though it could have briefly mentioned the potential long-term impacts of the Western heat (such as water supply concerns) to be fully comprehensive.",glm-4.7-flash:q4_K_M,False,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and captures all the core technical and legal motivations behind the Ageless Linux project. It is nearly complete, missing only the minor detail regarding the specific plan to distribute installers via BitTorrent as a form of protest against potential broad legal interpretations.",deepseek-r1:14b,False,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and captures all the core factual claims presented in the article. It is nearly complete, though it omits the brief mention of scientific research linking these patterns to Arctic sea ice reduction and human-caused climate change, which was a minor but relevant detail in the original text.",glm-4.7-flash:q4_K_M,False,gemini-3.1-flash-lite-preview
100,100,"The summary and points provided are highly accurate and mirror the details found in the article perfectly. Every key aspect of the project, including its purpose, technical implementation, and future roadmap, is captured clearly. The summary is complete, omitting no important information from the original text.",nemotron-3-nano:4b,False,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and correctly reflects the article's core purpose and technical nature. It is very complete, though it misses minor specific details like the mention of the Milk-V Duo hardware device and the plan to use BitTorrent distribution, which are secondary to the primary goal of the project.",deepseek-r1:14b,False,gemini-3.1-flash-lite-preview
75,80,"The summary accurately captures the central tension between conservation and invasive species policy regarding the Dania Beach vervets. However, it contains significant factual errors regarding scientific claims, such as incorrectly labeling the American Black Vulture as an introduced species from Asia and inventing/misattributing specific dietary and research findings that contradict the original text. While it covers the main themes well, these inaccuracies undermine the precision of the content.",gpt-oss:20b,False,gemini-3.1-flash-lite-preview
100,100,"The summary and the provided key points capture all major aspects of the article with complete accuracy, including the meteorological causes for the East's weather volatility and the West's heat dome, as well as the specific forecasts for both regions. Every factual claim is supported by the source text, and the summary correctly identifies the distinction between the weather patterns affecting the two halves of the country.",gpt-oss:20b,False,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and captures the core essence of the article. It effectively covers the mechanics behind the East's weather instability and the West's heat dome. It is missing minor specific details such as the mention of cities expecting record heat (Phoenix, Las Vegas, etc.) and the specific expected duration of the pattern (early April), but it is very comprehensive overall.",gemma3:4b,False,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and correctly identifies the key figures, the category, and the historical context of the event. It captures the essence of the article effectively. It is nearly complete, missing only the explicit list of previous ties mentioned in the full text, which is a minor detail compared to the main news event.",nemotron-3-nano:4b,False,gemini-3.1-flash-lite-preview
100,100,"The summary is highly accurate and captures all the critical scientific details of the original text, including the methodology used by the researchers, the specific species studied, and the core findings regarding thermoregulation. It successfully synthesizes the key points without omitting any essential context.",glm-4.7-flash:q4_K_M,False,gemini-3.1-flash-lite-preview
85,70,"The summary accurately captures the core tension presented in the article regarding the Dania Beach vervet monkeys and the debate between invasive species management and community attachment. However, it is less of a summary of the article's narrative and more of a prescriptive policy playbook based on the article's themes. It misses significant details from the text, such as the specific history of how the monkeys arrived (the 1947 escape from a research/zoo center), the role of researcher Missy Williams, and the nuances of the scientific controversy that were central to the article's reporting.",nemotron-3-nano:4b,False,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and captures all the core scientific findings of the article. It provides a clear explanation of why the researchers conducted the experiment and their subsequent conclusions. It only misses minor contextual details, such as the specific species name Heyuannia huangi, which does not detract from the overall understanding of the text.",deepseek-r1:14b,False,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and captures the core narrative, the industry context, and the economic motivations provided in the article. It misses only minor details, such as the specific mentioned competitors like Nestlé or the mention of other brands like Toblerone and McVitie's, but it covers all essential information necessary to understand the article's scope.",gpt-oss:20b,False,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and captures the core tension between Trump's statement and the denials from his predecessors' representatives. It provides a clear overview of the facts and context. The completeness score is slightly shy of perfect only because it omitted the specific detail that Trump explicitly ruled out George W. Bush in a follow-up question, which serves as a minor piece of narrowing evidence within the text.",glm-4.7-flash:q4_K_M,False,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and correctly reflects the article's findings, methodology, and the distinction between oviraptor and modern bird incubation strategies. It captures the essential points well. It is nearly complete, missing only minor specific details like the physical composition of the model nest (foam, wood, cotton) or the specific temperature variations measured (11 vs 1 degree Fahrenheit), which are auxiliary to the main conclusion.",gemma3:4b,False,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and captures all the core factual claims presented in the article. It is extremely complete, covering the contradictory statements, international backlash, the refusal of specific nations to participate, and the threats made toward NATO. It misses only minor secondary details, such as the specific mention of the refueling tanker crash, which does not significantly impact the overall understanding of the news story.",gemma3:12b,False,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and correctly reflects the article's core findings regarding oviraptor nesting behavior and the proposed solar-assisted incubation strategy. It covers the methodology, the distinction between modern bird behavior and the oviraptor's fossilized egg arrangement, and the experimental results. It is missing only minor details such as the specific species name (Heyuannia huangi) and the exact range of temperature differences measured in the experiment, but these do not detract from the overall completeness of the summary.",deepseek-r1:14b,False,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate, correctly identifying all key figures, events, and historical context provided in the article. It is nearly complete, capturing the main event, the specific films involved, and the historical background of Oscar ties. It could have been slightly improved by explicitly listing the other documented ties mentioned in the text (such as the 1950 and 1987 examples) to ensure full coverage of the provided list, but it captures the essence perfectly.",gemma3:12b,False,gemini-3.1-flash-lite-preview
100,90,"The summary is highly accurate in its reporting of the CDC advisory update, the countries added, and the vaccination recommendations. It is mostly complete, though it omits specific details about the symptoms of polio and the specific vaccination schedule recommended for adults who have not been previously vaccinated, which were significant portions of the original text.",gemma3:4b,False,gemini-3.1-flash-lite-preview
100,100,"The summary and the provided key points are highly accurate and represent the original article's contents with precision. All significant details, including the specific countries involved, the specific nature of the backlash, and the nuances of the geopolitical tensions described in the text, were captured comprehensively.",gpt-oss:20b,False,gemini-3.1-flash-lite-preview
100,100,"The summary and key points are completely accurate and capture all essential details from the article, including the specific changes to the country list, the CDC's recommendations for vaccination, and the context regarding the nature of the poliovirus and the advisory system. No important information was omitted.",nemotron-3-nano:4b,False,gemini-3.1-flash-lite-preview
90,95,"The summary is highly accurate in its reporting of the core conflict between Trump's claims and the denials from the former presidents' aides. However, the first point in the list of key factual claims incorrectly states that Trump claimed 'two' former presidents regretted not attacking Iran, whereas the article states he spoke to 'a' certain, singular former president. Otherwise, the summary is comprehensive and captures all essential details.",qwen3.5:9b,False,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and captures all the core arguments and technical aspects described in the article. It misses only minor details, such as the specific naming of the software store (Ageless Store) and the specific nature of the current technical implementation as a script rather than a full distribution, though it does acknowledge it is not a full distribution. Overall, it provides an excellent overview of the project's purpose and future plans.",gemma3:12b,False,gemini-3.1-flash-lite-preview
85,90,"The summary is highly accurate and captures the core tension between environmental policy and community affection. There is a slight factual discrepancy regarding the scientific name/origin: the article identifies them as Chlorocebus sabaeus (green monkeys from West Africa) rather than Chlorocebus aethiops (which is the grivet, typically associated with East Africa), and the summary slightly misattributes the 1995 study's findings regarding their origin. However, it covers the key historical, scientific, and social aspects of the narrative thoroughly.",glm-4.7-flash:q4_K_M,False,gemini-3.1-flash-lite-preview
100,95,"The summary accurately captures the core narrative, the reasoning behind the industry changes, and the specific case study involving Brad Reese. It provides a very strong synthesis of the article's claims and industry context. It is only slightly less than perfect because it does not explicitly mention the industry's struggle with labor practices or the specific mention of alternative innovations like 'ChoViva' mentioned in the text, though it covers all essential points of the article's primary focus.",glm-4.7-flash:q4_K_M,False,gemini-3.1-flash-lite-preview
100,100,"The summary is highly accurate, correctly identifying the methodology, the specific dinosaur species, and the study's conclusions. It captures all key factual points, including the structural difference between oviraptor and bird nests, the role of environmental sunlight, and the temperature discrepancies observed in the model.",glm-4.7-flash:q4_K_M,False,gemini-3.1-flash-lite-preview
80,90,"The summary provides a strong overview but contains two specific factual errors. It incorrectly states that Fonda only made one movie with Redford while Streisand made four (the text says the reverse) and incorrectly attributes the 'intellectual cowboy' quote to Fonda, when the text explicitly identifies this as Streisand's quote. Otherwise, it covers the events and sentiments of the article effectively.",nemotron-3-nano:4b,False,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate, correctly synthesizing the causes and regional impacts of the weather patterns described in the article. It captures all major factual claims, including the seasonal nature of the swings, the atmospheric mechanics (jet stream/storm tracks), and the regional forecasts. The only minor omission is the specific mention of expected consequences in the West, such as accelerated snowmelt, but the overall summary remains comprehensive.",gemma3:4b,False,gemini-3.1-flash-lite-preview
95,90,"The summary is highly accurate regarding the meteorlogical explanations provided in the text. It loses a few points on completeness because it contains a factual error in the final sentence of the summary, stating the West will be 'cool and dry' when the article states it will be 'warm and dry'. Aside from that slip, it captures the core points and expert commentary well.",nemotron-3-nano:4b,False,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate, correctly capturing the core conflict between the scientific definition of invasive species and the local community's affection for the monkeys. It covers all the major narrative beats, including the history of the colony, the ecological debate, and the role of Missy Williams. It is only slightly less than perfect on completeness because it omits specific, compelling details like the 1947 escape from the zoo that established the population and the specific origin of the DNA research confirming they are West African green monkeys.",gemma3:12b,False,gemini-3.1-flash-lite-preview
60,50,"The summary introduces significant inaccuracies by citing legal acts like the 'American Bison Act (2018)' and 'Florida Wildlife Act' in the context of prohibiting the shooting of these specific monkeys, which are not mentioned in the source text and appear to be hallucinations. While the summary captures the general sentiment of the community and the scientific uncertainty mentioned in the article, it fails to mention the primary source of the monkeys (the biomedical research facility/zoo escape) and the specific researcher Missy Williams, which were central to the article's narrative.",gpt-oss:20b,False,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and captures all the central themes of the article, including the role of the cocoa market, consumer reactions, and industry strategies. It is very comprehensive, though it omits the minor detail regarding the specific legal distinction between 'chocolate' and 'chocolate flavor' in the US and UK, which provides additional regulatory context to the reformulation issue.",gemma3:12b,False,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate, faithfully reflecting both the specific anecdotes and the broader economic context provided in the article. It captures the key factual points regarding cocoa price volatility, regulatory differences, and the corporate strategy of reformulation. It is nearly complete, omitting only minor supporting details like specific alternative ingredients like sunflower or grape seeds, which does not detract from the overall message.",gpt-oss:20b,False,gemini-3.1-flash-lite-preview
95,90,"The summary is highly accurate and captures the core narrative of the article effectively. It correctly identifies the role of Brad Reese, the impact of cocoa prices, and the shift in manufacturing practices. It loses a few points on completeness as it omits the broader industry context, such as the mention of other brands like Choco Crossies or the specific challenges regarding ethical sourcing and child labor mentioned in the latter part of the article.",nemotron-3-nano:4b,False,gemini-3.1-flash-lite-preview
100,100,"The summary is highly accurate and captures all key details of the original article, including the meteorological causes for the weather swings, the regional forecasts, and the long-range outlook. It correctly identifies the role of the jet stream, the impacts on specific regions, and acknowledges the mention of climate change without overstating the article's focus on that topic.",gpt-oss:20b,False,gemini-3.1-flash-lite-preview
95,90,"The summary is highly accurate and adheres well to the provided article's facts. It captures the essence of the contradictory messaging, the international response, and the criticism faced by the administration. The completeness is strong, though it omits the specific detail that Luxembourg's deputy prime minister described US pressure as 'blackmail,' which adds context to the international backlash section.",qwen3.5:27b,False,gemini-3.1-flash-lite-preview
95,90,"The summary is highly accurate in representing the core conflict between the scientific definition of invasive species and the community's affection for the Dania Beach vervet monkeys. It correctly captures the nuances of the researchers' concerns versus the local sentiment. It is very complete, though it slightly poeticizes the ending, suggesting the monkeys are gone ('The mangroves stand bare now'), whereas the article describes them as still actively living there, which could cause slight confusion.",nemotron-3-nano:4b,False,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and correctly identifies the key event and historical context provided in the article. It is extremely complete, though it omits minor details like the specific quotes from the host, Kumail Nanjiani, and Conan O'Brien, which are not strictly necessary for a high-level summary.",gemma3:4b,False,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate, correctly identifying the project's purpose, technical basis, and future plans. It captures the essential arguments regarding the potential overreach of age-verification laws. The only minor detail omitted is the specific mention of California's Digital Age Assurance Act as a catalyst for the project, though the summary captures the broader regulatory context well.",gemma3:4b,False,gemini-3.1-flash-lite-preview
100,100,"The summary and the identified key points are highly accurate and faithfully represent the information provided in the original article. All essential details, including the meteorological reasoning for the weather patterns, the specific regional forecasts, and the cited scientific context regarding climate change, are covered comprehensively without omission.",gpt-oss:20b,False,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and captures the core purpose and technical nature of the project. It is nearly complete, missing only the specific mention of BitTorrent distribution plans, which is a minor detail compared to the main objective of the project.",deepseek-r1:14b,False,gemini-3.1-flash-lite-preview
100,100,"The summary provides a highly accurate and comprehensive overview of the article, covering the specific countries added and removed from the advisory, vaccination recommendations for both children and adults, details regarding the nature and treatment of polio, and the context of other existing travel advisories. It effectively synthesizes all key factual claims and captures the essential public health information provided in the original text.",gpt-oss:20b,False,gemini-3.1-flash-lite-preview
100,100,"The summary and the provided key points are highly accurate and align perfectly with the content of the article. It covers all essential details, including the specific dinosaur species, the methodology of the nest experiment, the thermal findings, and the comparison to modern avian incubation strategies.",gpt-oss:20b,False,gemini-3.1-flash-lite-preview
100,100,"The summary accurately captures the core conflict described in the article regarding Trump's unsubstantiated claim of a conversation with a former president. It effectively identifies all key factual claims, including the denials from the four living former presidents' aides, and correctly contextualizes Trump's assertions within his broader rhetoric about Iran and his predecessors.",qwen3.5:9b,False,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate, correctly reflecting all key facts from the original article regarding the CDC's polio travel advisory updates, vaccination recommendations, and medical context. It is very complete, though it could have briefly mentioned that the CDC currently has no active Level 3 or 4 travel notifications to provide the full context of the agency's broader advisory landscape mentioned in the final paragraph.",qwen3.5:9b,False,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and correctly identifies all key factual claims provided in the article. It is extremely complete, covering the specific winners, historical context, presenter details, and reactions. The only minor omission is the specific mention of the 1950 tie in the bulleted points, but given the overall quality and comprehensive nature of the summary, this does not significantly detract from the score.",qwen3.5:27b,False,gemini-3.1-flash-lite-preview
95,90,"The summary is highly accurate in reflecting the article's core content, including the contradiction in Trump's statements. It captures the main points regarding his demands for ally support and his dismissive comments about the necessity of the US presence. The completeness is high, though it could have more explicitly mentioned the specific context of the backlash from families of service members mentioned in the article, as that was a significant portion of the text.",nemotron-3-nano:4b,False,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and captures all essential details of the article. It provides a comprehensive overview of the event, the historical context of Oscar ties, and the reactions of those involved. It loses a slight amount of completeness only because it does not explicitly list every single historical tie mentioned in the article, but it captures the most significant examples and the overall theme perfectly.",gemma3:12b,False,gemini-3.1-flash-lite-preview
95,90,"The summary is highly accurate in its representation of the article's core arguments and facts, correctly identifying the key figures (Missy Williams), the scientific debate, and the community dynamics. It accurately distinguishes between the competing perspectives on the monkeys' status as an invasive species. The completeness score is slightly docked because it misses a few specific, noteworthy details from the text, such as the specific origin story involving the 1947 biomedical research facility escape (attributing it instead to generic 'stowaways') and the specific genetic finding that they are Chlorocebus sabaeus from West Africa, rather than the earlier East African theory.",glm-4.7-flash:q4_K_M,False,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and captures all the core facts presented in the article. It mentions the specific context of the tribute, the collaboration history of Fonda and Redford, and the nature of the remarks made by both parties. It is very complete, though it misses minor details such as the specific list of Fonda's favorite aspects of Redford mentioned in her post-death tribute.",gpt-oss:20b,False,gemini-3.1-flash-lite-preview
95,90,"The summary is highly accurate in its presentation of the scientific and community perspectives. There is a minor inaccuracy regarding the source of the monkeys: the article mentions a biomedical research center run by a cousin of Teddy Roosevelt as the source of the escape, while the summary attributes it to a 'circus owner'. Otherwise, it captures the core tension between conservation science and local sentiment well.",glm-4.7-flash:q4_K_M,False,gemini-3.1-flash-lite-preview
95,90,"The summary is highly accurate in its depiction of the article's core arguments and facts. It misses minor details, such as the specific number of fallen service members or the refusal of specific nations like Australia and Japan, but effectively captures the main narrative arcs and the central conflict regarding the Strait of Hormuz. The summary maintains a neutral tone that correctly identifies the source article's critical stance.",gemma3:4b,False,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and captures the core message and essential details of the article perfectly. It is very complete, though it could have briefly mentioned the specific concern about water supply following the early snowmelt in the West, which was a point highlighted in the original text. Overall, it is an excellent representation of the source material.",gemma3:12b,False,gemini-3.1-flash-lite-preview
100,90,"The summary is highly accurate and captures the core essence of the article. It misses a minor detail regarding the specific narrative of Brad Reese, who is a descendant of the company founder, which adds significant context to the article's perspective, but overall, it provides a very comprehensive and well-structured overview.",deepseek-r1:14b,False,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and captures all essential details from the article, including the role of the cocoa market crisis, the corporate strategy of reformulation, and the consumer backlash led by Brad Reese. It correctly identifies the regulatory differences between the US and UK and the economic factors preventing immediate price drops. The completeness is excellent; it misses only minor supporting details, such as the specific brands mentioned like Mr Goodbar or Heath bars, which do not detract from the core message of the piece.",qwen3.5:27b,False,gemini-3.1-flash-lite-preview
100,100,"The summary is highly accurate and captures all the critical factual points of the article, including the names of the winning films, the presenter, the historical context of previous ties, and the specific reactions from the winners and presenters. The completeness is excellent as it covers not only the main event but also the historical background provided by the article and the reactions of those involved.",gpt-oss:20b,False,gemini-3.1-flash-lite-preview
100,100,"The summary and points provided are highly accurate and align perfectly with the source text. The summary is comprehensive, covering the core narrative of Fonda's playful remarks, the context of the Oscars tribute, and the background details regarding their respective relationships with Redford.",gpt-oss:20b,False,gemini-3.1-flash-lite-preview
90,95,"The summary is highly accurate in its representation of the article's core events and sentiments. It contains a minor factual error stating Redford died in September 2022, whereas the article text explicitly states he died in September 2025 (implied by the 2026 dateline). Otherwise, it captures the essential details, quotes, and the collaborative history between the actors effectively.",nemotron-3-nano:4b,False,gemini-3.1-flash-lite-preview
95,90,"The summary is highly accurate and captures the core of the article well. It only loses a few points on completeness because the article explicitly stated the pattern is likely to be warm/dry in the Southwest through the first week of April, while the summary suggests it will remain hot and dry into 'late April'.",gpt-oss:20b,False,gemini-3.1-flash-lite-preview
100,100,"The summary and key points accurately reflect all primary information from the article, including the specific country list changes, vaccination recommendations for children and adults, and the clinical context of polio provided in the text. The summary is highly complete and correctly contextualizes the CDC's travel advisory levels and additional health notices.",gpt-oss:20b,False,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and captures the core tension between scientific perspectives on invasive species and local community sentiment. It correctly identifies the history, the specific challenges the monkeys face, and the positions of key figures like Missy Williams and the various scientists mentioned. It is very complete, though it could have briefly mentioned the specific origin of the colony—their escape from a 1940s biomedical facility—to provide slightly more context on how they arrived in Florida, but this is a minor omission in an otherwise excellent synthesis.",qwen3.5:27b,False,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and captures all the primary factual elements of the event. It is nearly complete, missing only the specific mention of the 1950 and 1987 ties listed in the article's appendix, which are minor details given the focus on the 2026 event.",glm-4.7-flash:q4_K_M,False,gemini-3.1-flash-lite-preview
100,100,"The summary and the included key points are highly accurate, capturing the technical, legal, and roadmap details of the Ageless Linux project perfectly. It covers all key aspects mentioned in the article, including the underlying motivation, the technical implementation, and the future goals without omitting significant information.",qwen3.5:27b,False,gemini-3.1-flash-lite-preview
100,100,"The summary is highly accurate and captures all the essential details provided in the source text. It correctly identifies the films, the presenter, the historical context of the tie, and the reactions of the winners. The points provided are comprehensive and align perfectly with the factual claims in the article.",glm-4.7-flash:q4_K_M,False,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and captures the core tension between consumer expectations and corporate cost-cutting measures. It correctly identifies the role of cocoa market volatility and regulatory standards. It is nearly complete, only omitting the specific mention of the Reese family's public statement that contradicted Brad Reese's personal stance, though the main thrust of the article is well-represented.",nemotron-3-nano:4b,False,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and captures the core sentiment and key facts of the article. It provides a comprehensive overview of the event, the contrast between Fonda's and Streisand's history with Redford, and the emotional context of the tributes. The only minor detail omitted is the mention of Redford's uncredited role in Fonda's 1960 film, but this does not detract from the overall quality of the summary.",deepseek-r1:14b,False,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and captures the core tension between Trump's claims and the denials from the representatives of former presidents. It includes all essential factual details. It is slightly shy of perfect completeness only because it omits minor contextual details, such as the specific role of the task force mentioned in the Oval Office segment, though this does not detract from the summary's primary purpose.",deepseek-r1:14b,False,gemini-3.1-flash-lite-preview
100,100,"The summary is highly accurate and captures all the essential details provided in the article. It correctly identifies the films involved, the historical context of Oscar ties, the role of the presenters, and the reaction from both the participants and the host. All key factual claims are addressed comprehensively.",qwen3.5:9b,False,gemini-3.1-flash-lite-preview
100,100,"The summary and the included key points are entirely accurate to the source text. It covers all relevant aspects, including the methodology, the specific species studied, the environmental factors (sunlight), and the contrast with modern bird incubation methods, leaving no significant gaps.",gpt-oss:20b,False,gemini-3.1-flash-lite-preview
95,95,"The summary is highly accurate and captures all essential details regarding the 2026 Oscar tie. It correctly identifies the films, the presenters, and the historical context provided in the article. The minor deduction is that the summary incorrectly attributes the hosting role to Kumail Nanjiani, whereas the article clarifies that Nanjiani was a presenter for the category while Conan O'Brien was the overall show host.",gpt-oss:20b,False,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and captures all essential details from the article. It provides a comprehensive overview of the event, the historical context, and the reactions involved. It is nearly perfect, though it missed a minor nuance mentioned in the article regarding the 1932 tie, which the Academy officially notes as not being a 'true' tie due to specific voting rules at the time.",gpt-oss:20b,False,gemini-3.1-flash-lite-preview
100,95,"The summary is highly accurate and captures all the critical information provided in the article. It correctly identifies the changes to the polio advisory list, the vaccination recommendations for adults and children, and the context regarding other CDC health notices. It is nearly complete, missing only minor details regarding the specific dosage schedule for unvaccinated adults, which is a secondary detail compared to the main advisory.",nemotron-3-nano:4b,False,gemini-3.1-flash-lite-preview
100,100,"The summary and key points are highly accurate, correctly relaying Trump's claims and the subsequent denials from former presidents' representatives. It is also complete, covering all essential details including the context of the claims, the specific individuals involved, and the historical timeline mentioned in the article.",qwen3.5:27b,False,gemini-3.1-flash-lite-preview
